id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
682,Listing 682,8394,Host193,Manhattan,Upper West Side,40.67645,-73.79323,Private room,120.34,2,25,2023-06-15,0.05,8,127
683,Listing 683,7104,Host116,Manhattan,Harlem,40.61557,-74.01981,Entire home/apt,238.96,7,18,2023-06-15,1.88,3,166
684,Listing 684,1400,Host365,Brooklyn,Bushwick,40.82449,-73.97207,Entire home/apt,244.88,3,29,2023-06-15,0.93,3,111
685,Listing 685,4691,Host303,Manhattan,Upper West Side,40.85565,-73.88625,Private room,202.96,3,27,2023-06-15,3.92,8,54
686,Listing 686,9621,Host308,Bronx,Fordham,40.60091,-73.84464,Entire home/apt,44.78,3,20,2023-06-15,0.54,8,59
687,Listing 687,9167,Host95,Brooklyn,Bushwick,40.70327,-74.02796,Shared room,128.09,5,24,2023-06-15,1.21,4,352
688,Listing 688,8849,Host47,Brooklyn,Bedford-Stuyvesant,40.74198,-73.81918,Entire home/apt,172.41,2,27,2023-06-15,1.76,8,272
689,Listing 689,9556,Host309,Staten Island,St. George,40.60636,-73.89655,Entire home/apt,20.0,1,24,2023-06-15,1.1,5,217
690,Listing 690,7658,Host193,Brooklyn,Bedford-Stuyvesant,40.5766,-73.99144,Private room,116.91,1,22,2023-06-15,5.76,5,332
691,Listing 691,4723,Host318,Staten Island,Tottenville,40.88397,-73.81251,Private room,77.47,2,29,2023-06-15,1.1,3,109
692,Listing 692,1949,Host325,Brooklyn,Bushwick,40.72195,-73.77133,Private room,113.55,1,22,2023-06-15,0.46,3,338
693,Listing 693,9736,Host205,Manhattan,Chelsea,40.60655,-73.73519,Entire home/apt,241.32,7,19,2023-06-15,0.58,9,361
694,Listing 694,5802,Host426,Manhattan,Upper West Side,40.81901,-73.99608,Private room,101.63,2,18,2023-06-15,0.64,2,12
695,Listing 695,6229,Host37,Queens,Long Island City,40.57975,-73.94232,Private room,105.79,1,22,2023-06-15,0.44,3,89
696,Listing 696,3419,Host215,Manhattan,SoHo,40.8089,-73.89787,Shared room,80.38,1,15,2023-06-15,1.85,5,324
697,Listing 697,4510,Host334,Manhattan,Chelsea,40.78779,-73.93234,Entire home/apt,279.06,1,20,2023-06-15,0.1,4,37
698,Listing 698,4081,Host233,Queens,Flushing,40.79292,-73.83617,Entire home/apt,154.45,5,19,2023-06-15,0.86,2,276
699,Listing 699,1303,Host460,Brooklyn,Bushwick,40.5394,-73.95721,Private room,107.17,2,25,2023-06-15,1.65,2,277
700,Listing 700,4364,Host294,Manhattan,SoHo,40.78511,-73.85575,Entire home/apt,246.06,7,21,2023-06-15,1.85,8,26
701,Listing 701,2242,Host118,Manhattan,SoHo,40.87692,-73.78573,Private room,87.33,1,18,2023-06-15,1.43,1,42
702,Listing 702,5996,Host221,Brooklyn,Bedford-Stuyvesant,40.75307,-73.7084,Entire home/apt,246.74,1,19,2023-06-15,0.94,9,136
703,Listing 703,1056,Host181,Queens,Flushing,40.65849,-73.90768,Entire home/apt,161.18,2,16,2023-06-15,0.42,5,328
704,Listing 704,1944,Host298,Queens,Flushing,40.70803,-73.75941,Private room,81.59,2,15,2023-06-15,0.84,2,52
705,Listing 705,3994,Host110,Queens,Long Island City,40.86905,-74.03015,Entire home/apt,119.11,1,23,2023-06-15,0.06,7,199
706,Listing 706,8380,Host181,Queens,Astoria,40.73202,-73.79811,Entire home/apt,116.14,1,22,2023-06-15,1.73,6,3
707,Listing 707,1702,Host81,Brooklyn,Bedford-Stuyvesant,40.62485,-74.04559,Entire home/apt,184.08,1,17,2023-06-15,1.09,9,309
708,Listing 708,6766,Host29,Brooklyn,Williamsburg,40.85863,-73.82551,Entire home/apt,154.89,3,21,2023-06-15,4.98,9,315
709,Listing 709,4046,Host427,Manhattan,Upper West Side,40.78046,-73.94827,Private room,131.48,1,17,2023-06-15,0.31,6,303
710,Listing 710,7989,Host432,Brooklyn,Bushwick,40.65196,-73.88343,Entire home/apt,162.15,1,17,2023-06-15,0.71,8,213
711,Listing 711,7174,Host21,Manhattan,SoHo,40.62195,-73.70344,Entire home/apt,242.54,1,22,2023-06-15,0.71,4,8
712,Listing 712,5604,Host237,Brooklyn,Williamsburg,40.64406,-73.88724,Private room,76.43,3,26,2023-06-15,3.0,5,207
713,Listing 713,2186,Host438,Manhattan,Harlem,40.7495,-74.04803,Entire home/apt,267.08,1,13,2023-06-15,0.84,8,238
714,Listing 714,4524,Host433,Manhattan,Chelsea,40.69813,-73.90031,Private room,74.52,7,16,2023-06-15,1.6,1,164
715,Listing 715,1868,Host300,Bronx,Fordham,40.71781,-73.86369,Entire home/apt,29.75,1,23,2023-06-15,0.25,2,115
716,Listing 716,4007,Host91,Manhattan,Upper West Side,40.61384,-73.92282,Shared room,112.52,2,18,2023-06-15,3.99,4,156
717,Listing 717,5674,Host221,Queens,Astoria,40.57469,-73.92892,Entire home/apt,173.93,1,20,2023-06-15,0.14,7,85
718,Listing 718,4136,Host451,Brooklyn,Bedford-Stuyvesant,40.63518,-73.94151,Shared room,83.17,7,16,2023-06-15,0.39,5,340
719,Listing 719,1747,Host474,Queens,Astoria,40.74833,-73.73815,Private room,20.0,2,25,2023-06-15,0.13,2,64
720,Listing 720,2385,Host146,Manhattan,Upper West Side,40.56308,-73.96171,Entire home/apt,259.49,1,30,2023-06-15,0.49,5,17
721,Listing 721,6228,Host74,Brooklyn,Bedford-Stuyvesant,40.67838,-73.97137,Entire home/apt,99.61,3,23,2023-06-15,2.95,5,317
722,Listing 722,2032,Host196,Manhattan,SoHo,40.809,-73.99017,Entire home/apt,189.1,1,22,2023-06-15,2.02,3,51
723,Listing 723,4446,Host107,Manhattan,Chelsea,40.88877,-73.75241,Private room,39.21,3,17,2023-06-15,3.05,5,93
724,Listing 724,7116,Host387,Manhattan,Upper West Side,40.72506,-73.76896,Private room,102.54,2,23,2023-06-15,2.94,3,258
725,Listing 725,7439,Host202,Bronx,Riverdale,40.53739,-73.87225,Entire home/apt,90.43,1,19,2023-06-15,5.23,5,278
726,Listing 726,9142,Host117,Brooklyn,Bedford-Stuyvesant,40.86872,-73.91932,Entire home/apt,152.3,7,17,2023-06-15,2.45,3,232
727,Listing 727,5549,Host493,Brooklyn,Williamsburg,40.77428,-73.82266,Private room,136.11,2,19,2023-06-15,0.86,7,49
728,Listing 728,1909,Host276,Manhattan,Harlem,40.50826,-73.71318,Entire home/apt,262.17,2,19,2023-06-15,0.01,8,240
729,Listing 729,5098,Host179,Manhattan,SoHo,40.59238,-73.78977,Entire home/apt,224.3,2,16,2023-06-15,1.93,6,45
730,Listing 730,5668,Host494,Bronx,Riverdale,40.57522,-73.74912,Entire home/apt,136.97,1,16,2023-06-15,0.83,5,306
731,Listing 731,1329,Host50,Manhattan,Upper West Side,40.81163,-73.95878,Private room,119.42,1,18,2023-06-15,1.03,4,267
732,Listing 732,9125,Host229,Manhattan,SoHo,40.7985,-73.83839,Entire home/apt,246.43,3,22,2023-06-15,0.04,9,244
733,Listing 733,2896,Host199,Manhattan,Chelsea,40.83657,-73.82339,Entire home/apt,280.24,1,24,2023-06-15,5.06,3,317
734,Listing 734,8092,Host201,Staten Island,Tottenville,40.50077,-73.79598,Private room,115.3,3,23,2023-06-15,2.06,6,180
735,Listing 735,1628,Host120,Staten Island,St. George,40.81753,-73.8873,Entire home/apt,81.6,2,21,2023-06-15,0.6,4,108
736,Listing 736,6492,Host27,Manhattan,Chelsea,40.51322,-74.0496,Private room,166.62,1,24,2023-06-15,0.05,9,29
737,Listing 737,6965,Host201,Brooklyn,Bedford-Stuyvesant,40.58,-74.00421,Private room,55.28,3,21,2023-06-15,1.61,4,42
738,Listing 738,2562,Host128,Manhattan,Upper West Side,40.88284,-73.80612,Private room,206.96,2,19,2023-06-15,0.52,5,245
739,Listing 739,8041,Host56,Manhattan,SoHo,40.59967,-73.79842,Shared room,88.69,2,27,2023-06-15,0.2,7,85
740,Listing 740,8865,Host174,Manhattan,Upper West Side,40.61762,-73.80141,Private room,174.25,1,19,2023-06-15,0.55,3,184
741,Listing 741,1045,Host47,Brooklyn,Park Slope,40.87983,-73.74573,Private room,166.06,2,18,2023-06-15,0.61,9,261
742,Listing 742,6773,Host37,Queens,Flushing,40.57899,-73.73122,Private room,79.26,1,17,2023-06-15,0.37,6,193
743,Listing 743,5289,Host158,Manhattan,SoHo,40.66915,-73.85199,Entire home/apt,290.82,1,29,2023-06-15,1.34,4,62
744,Listing 744,1333,Host440,Brooklyn,Bedford-Stuyvesant,40.82474,-73.79838,Private room,64.61,3,13,2023-06-15,1.37,9,76
745,Listing 745,9376,Host32,Brooklyn,Williamsburg,40.65659,-73.75427,Entire home/apt,176.64,1,15,2023-06-15,0.48,1,165
746,Listing 746,5090,Host15,Queens,Flushing,40.67357,-73.95276,Entire home/apt,77.51,5,21,2023-06-15,0.91,3,15
747,Listing 747,6280,Host161,Brooklyn,Park Slope,40.89263,-73.73565,Private room,68.92,7,18,2023-06-15,1.16,7,239
748,Listing 748,6399,Host116,Brooklyn,Williamsburg,40.53156,-74.01803,Entire home/apt,210.87,2,20,2023-06-15,3.16,3,46
749,Listing 749,2942,Host421,Manhattan,Chelsea,40.81669,-73.70781,Entire home/apt,284.95,3,23,2023-06-15,0.23,5,113
750,Listing 750,3062,Host231,Manhattan,SoHo,40.80004,-73.75497,Private room,103.29,2,18,2023-06-15,1.15,3,279
751,Listing 751,9866,Host416,Brooklyn,Bedford-Stuyvesant,40.69169,-73.81361,Entire home/apt,173.94,1,12,2023-06-15,3.54,6,272
752,Listing 752,2508,Host189,Queens,Astoria,40.58686,-73.91923,Private room,91.93,1,15,2023-06-15,0.78,9,101
753,Listing 753,6386,Host287,Brooklyn,Bedford-Stuyvesant,40.50563,-74.04756,Entire home/apt,200.27,1,13,2023-06-15,0.23,8,230
754,Listing 754,6882,Host400,Bronx,Riverdale,40.86489,-73.73752,Entire home/apt,131.41,3,22,2023-06-15,5.03,2,108
755,Listing 755,8453,Host237,Bronx,Riverdale,40.53989,-73.72732,Entire home/apt,78.27,1,16,2023-06-15,1.73,8,38
756,Listing 756,7611,Host179,Queens,Astoria,40.86151,-73.90655,Private room,95.28,2,20,2023-06-15,1.79,2,344
757,Listing 757,8635,Host269,Brooklyn,Park Slope,40.79716,-73.73505,Private room,75.53,5,13,2023-06-15,0.17,7,227
758,Listing 758,8392,Host258,Brooklyn,Park Slope,40.73537,-73.85507,Entire home/apt,152.14,3,20,2023-06-15,1.14,1,273
759,Listing 759,4195,Host364,Manhattan,Chelsea,40.8388,-73.76023,Entire home/apt,211.63,1,21,2023-06-15,0.33,1,209
760,Listing 760,5502,Host313,Staten Island,Tottenville,40.58451,-73.88112,Entire home/apt,85.59,1,20,2023-06-15,1.2,1,146
761,Listing 761,3324,Host424,Manhattan,SoHo,40.50421,-73.70337,Entire home/apt,243.53,3,22,2023-06-15,2.37,8,193
762,Listing 762,8750,Host210,Queens,Flushing,40.59293,-73.83162,Private room,37.62,2,9,2023-06-15,0.15,4,45
763,Listing 763,6291,Host397,Brooklyn,Bedford-Stuyvesant,40.74997,-73.77706,Entire home/apt,187.89,3,20,2023-06-15,0.6,2,294
764,Listing 764,1071,Host28,Manhattan,Chelsea,40.66682,-73.96981,Entire home/apt,224.35,1,21,2023-06-15,0.77,6,247
765,Listing 765,3072,Host450,Manhattan,Upper West Side,40.50848,-73.97038,Entire home/apt,275.94,2,19,2023-06-15,0.94,7,74
766,Listing 766,7601,Host364,Brooklyn,Bedford-Stuyvesant,40.60018,-73.73813,Entire home/apt,162.88,1,14,2023-06-15,0.02,9,360
767,Listing 767,4606,Host115,Manhattan,Harlem,40.78662,-73.84072,Entire home/apt,272.13,1,25,2023-06-15,3.92,8,138
768,Listing 768,2459,Host407,Brooklyn,Park Slope,40.84048,-73.81168,Entire home/apt,200.56,5,23,2023-06-15,0.22,2,78
769,Listing 769,9172,Host321,Brooklyn,Park Slope,40.6047,-73.87059,Entire home/apt,150.44,1,26,2023-06-15,1.93,3,252
770,Listing 770,6510,Host428,Manhattan,Harlem,40.60948,-73.87289,Entire home/apt,323.98,1,23,2023-06-15,0.17,5,154
771,Listing 771,6419,Host362,Staten Island,Tottenville,40.86897,-73.81681,Private room,80.86,1,27,2023-06-15,0.29,1,355
772,Listing 772,6440,Host139,Manhattan,Upper West Side,40.82924,-74.03531,Private room,126.31,2,19,2023-06-15,0.72,3,132
773,Listing 773,4584,Host348,Brooklyn,Bedford-Stuyvesant,40.734,-73.70104,Entire home/apt,213.27,2,23,2023-06-15,5.71,8,324
774,Listing 774,3646,Host267,Manhattan,Upper West Side,40.76303,-73.74091,Private room,151.59,2,18,2023-06-15,1.83,1,27
775,Listing 775,9702,Host13,Manhattan,Chelsea,40.62379,-73.70826,Private room,170.16,1,30,2023-06-15,1.48,8,225
776,Listing 776,3613,Host309,Brooklyn,Williamsburg,40.6013,-73.71553,Private room,59.64,1,16,2023-06-15,0.64,9,243
777,Listing 777,5946,Host111,Queens,Flushing,40.55878,-73.72902,Private room,20.0,30,24,2023-06-15,0.62,9,93
778,Listing 778,8511,Host78,Brooklyn,Bedford-Stuyvesant,40.87097,-73.86765,Private room,49.85,2,21,2023-06-15,0.14,8,24
779,Listing 779,5870,Host478,Manhattan,Chelsea,40.73977,-74.02985,Private room,111.78,3,18,2023-06-15,0.71,4,293
780,Listing 780,7752,Host6,Queens,Astoria,40.70129,-73.88733,Entire home/apt,141.72,30,20,2023-06-15,0.86,3,257
781,Listing 781,9159,Host247,Queens,Flushing,40.85455,-73.86041,Entire home/apt,110.95,2,21,2023-06-15,1.64,9,248
782,Listing 782,8904,Host38,Brooklyn,Bedford-Stuyvesant,40.61149,-73.9944,Private room,87.11,1,34,2023-06-15,0.38,6,42
783,Listing 783,2216,Host244,Brooklyn,Park Slope,40.6181,-73.98226,Private room,121.91,2,18,2023-06-15,1.24,6,358
784,Listing 784,8933,Host38,Brooklyn,Bedford-Stuyvesant,40.63844,-73.78865,Private room,100.91,5,18,2023-06-15,2.64,9,266
785,Listing 785,5899,Host423,Staten Island,Tottenville,40.8291,-73.72413,Entire home/apt,104.26,2,18,2023-06-15,0.37,7,119
786,Listing 786,6265,Host12,Bronx,Fordham,40.881,-73.75776,Shared room,20.0,7,25,2023-06-15,0.35,6,136
787,Listing 787,1743,Host161,Brooklyn,Williamsburg,40.5413,-74.03177,Entire home/apt,152.63,2,22,2023-06-15,1.38,3,309
788,Listing 788,3834,Host283,Brooklyn,Williamsburg,40.88343,-73.79285,Entire home/apt,126.76,3,16,2023-06-15,0.1,1,362
789,Listing 789,7194,Host369,Manhattan,Upper West Side,40.59419,-74.0018,Private room,75.93,2,15,2023-06-15,1.07,8,278
790,Listing 790,2592,Host489,Manhattan,Harlem,40.6272,-73.77129,Entire home/apt,276.31,2,19,2023-06-15,1.5,8,310
791,Listing 791,2600,Host69,Queens,Astoria,40.74811,-73.85953,Entire home/apt,203.5,3,23,2023-06-15,1.36,6,195
792,Listing 792,6309,Host12,Brooklyn,Bedford-Stuyvesant,40.78563,-73.74635,Private room,66.19,1,21,2023-06-15,0.61,6,20
793,Listing 793,8370,Host496,Manhattan,SoHo,40.79518,-73.78145,Shared room,130.09,7,19,2023-06-15,2.41,6,338
794,Listing 794,6949,Host87,Manhattan,SoHo,40.73335,-73.7875,Entire home/apt,248.15,2,13,2023-06-15,0.06,9,190
795,Listing 795,4322,Host294,Brooklyn,Bedford-Stuyvesant,40.5768,-73.97129,Entire home/apt,137.89,1,19,2023-06-15,2.33,6,83
796,Listing 796,4123,Host45,Manhattan,Upper West Side,40.69086,-73.99363,Shared room,31.63,1,16,2023-06-15,0.79,4,178
797,Listing 797,5381,Host244,Brooklyn,Bushwick,40.77206,-74.03015,Entire home/apt,186.15,2,18,2023-06-15,3.08,6,46
798,Listing 798,4090,Host347,Manhattan,SoHo,40.87219,-73.84206,Entire home/apt,264.82,5,19,2023-06-15,2.91,2,344
799,Listing 799,2286,Host273,Brooklyn,Bushwick,40.83526,-73.86618,Entire home/apt,201.39,1,20,2023-06-15,1.63,5,15
800,Listing 800,9296,Host182,Manhattan,Upper West Side,40.80204,-73.78722,Private room,144.23,1,21,2023-06-15,0.77,6,337
801,Listing 801,4182,Host180,Brooklyn,Bedford-Stuyvesant,40.57233,-73.86067,Private room,106.85,1,23,2023-06-15,1.51,1,244
802,Listing 802,5040,Host71,Brooklyn,Bedford-Stuyvesant,40.50136,-73.96415,Private room,144.1,3,16,2023-06-15,0.24,8,262
803,Listing 803,6400,Host489,Brooklyn,Park Slope,40.88174,-73.96343,Private room,73.57,3,19,2023-06-15,0.73,1,145
804,Listing 804,2897,Host258,Manhattan,Upper West Side,40.88204,-73.98244,Private room,100.25,5,20,2023-06-15,0.56,4,177
805,Listing 805,6281,Host227,Manhattan,Harlem,40.76487,-74.00934,Shared room,88.52,2,15,2023-06-15,0.33,1,105
806,Listing 806,3263,Host290,Brooklyn,Bushwick,40.56622,-73.79403,Entire home/apt,134.95,2,26,2023-06-15,1.83,4,16
807,Listing 807,8365,Host300,Manhattan,Chelsea,40.83276,-73.98886,Private room,144.14,2,17,2023-06-15,0.47,4,156
808,Listing 808,1436,Host381,Manhattan,Harlem,40.80021,-73.93132,Private room,110.41,3,10,2023-06-15,1.47,1,146
809,Listing 809,9762,Host224,Manhattan,Harlem,40.68898,-73.80559,Private room,124.48,2,16,2023-06-15,0.01,4,332
810,Listing 810,7556,Host131,Brooklyn,Bushwick,40.62702,-73.92374,Shared room,20.0,3,22,2023-06-15,2.73,6,156
811,Listing 811,9509,Host182,Queens,Astoria,40.63948,-73.78272,Entire home/apt,163.66,1,18,2023-06-15,0.08,7,246
812,Listing 812,6541,Host323,Manhattan,Upper West Side,40.73837,-73.82447,Entire home/apt,282.49,3,14,2023-06-15,1.47,3,222
813,Listing 813,9498,Host452,Brooklyn,Bedford-Stuyvesant,40.5427,-73.76418,Private room,63.39,3,20,2023-06-15,0.24,6,116
814,Listing 814,3562,Host293,Staten Island,St. George,40.60217,-73.87266,Entire home/apt,119.55,7,21,2023-06-15,1.26,4,327
815,Listing 815,3261,Host404,Queens,Astoria,40.55293,-73.81305,Private room,179.51,3,20,2023-06-15,0.13,5,191
816,Listing 816,5959,Host36,Manhattan,Harlem,40.82563,-73.83786,Private room,184.11,7,18,2023-06-15,0.85,9,209
817,Listing 817,6327,Host465,Manhattan,Harlem,40.89611,-73.78948,Private room,131.13,3,16,2023-06-15,0.62,4,17
818,Listing 818,2171,Host472,Manhattan,Upper West Side,40.7372,-73.78543,Entire home/apt,282.17,2,16,2023-06-15,0.36,2,157
819,Listing 819,6190,Host313,Queens,Astoria,40.82014,-73.81621,Entire home/apt,79.22,2,24,2023-06-15,0.43,9,107
820,Listing 820,4914,Host439,Brooklyn,Williamsburg,40.50229,-73.82204,Private room,96.85,1,26,2023-06-15,0.1,2,9
821,Listing 821,4055,Host333,Brooklyn,Bushwick,40.66578,-74.01265,Private room,116.56,7,24,2023-06-15,0.35,4,54
822,Listing 822,7175,Host93,Manhattan,Upper West Side,40.57682,-73.73345,Private room,133.59,1,22,2023-06-15,0.45,2,330
823,Listing 823,6450,Host31,Manhattan,SoHo,40.56861,-73.77996,Private room,163.7,1,26,2023-06-15,1.45,2,227
824,Listing 824,8443,Host450,Brooklyn,Williamsburg,40.64156,-73.73799,Entire home/apt,158.51,1,14,2023-06-15,1.29,6,246
825,Listing 825,5087,Host250,Manhattan,SoHo,40.87501,-73.79217,Entire home/apt,281.84,2,21,2023-06-15,1.08,8,183
826,Listing 826,5722,Host347,Manhattan,SoHo,40.77558,-73.98877,Private room,168.54,2,25,2023-06-15,1.68,5,82
827,Listing 827,3686,Host191,Queens,Long Island City,40.52094,-73.71797,Entire home/apt,134.06,2,26,2023-06-15,0.53,4,185
828,Listing 828,9678,Host266,Brooklyn,Bushwick,40.84426,-73.86736,Entire home/apt,127.09,1,27,2023-06-15,2.71,7,131
829,Listing 829,8814,Host147,Bronx,Riverdale,40.69572,-73.98317,Private room,20.0,1,19,2023-06-15,0.12,6,285
830,Listing 830,8333,Host187,Manhattan,Upper West Side,40.85487,-73.95927,Entire home/apt,230.99,1,29,2023-06-15,0.45,5,320
831,Listing 831,4281,Host496,Queens,Astoria,40.89528,-73.92877,Entire home/apt,138.36,2,29,2023-06-15,1.52,7,347
832,Listing 832,3574,Host242,Queens,Flushing,40.58856,-74.02135,Entire home/apt,88.27,1,16,2023-06-15,0.53,3,217
833,Listing 833,6964,Host475,Brooklyn,Park Slope,40.52447,-73.99543,Entire home/apt,106.22,2,20,2023-06-15,0.7,5,258
834,Listing 834,9432,Host493,Brooklyn,Bedford-Stuyvesant,40.79666,-73.79294,Private room,72.02,2,16,2023-06-15,3.8,8,68
835,Listing 835,1578,Host459,Brooklyn,Park Slope,40.71293,-73.9477,Shared room,68.32,3,22,2023-06-15,0.04,5,139
836,Listing 836,5920,Host352,Brooklyn,Williamsburg,40.87422,-73.71754,Private room,94.42,1,31,2023-06-15,1.25,3,20
837,Listing 837,9581,Host65,Queens,Astoria,40.81026,-73.94915,Private room,26.57,1,22,2023-06-15,0.21,2,217
838,Listing 838,6083,Host113,Queens,Flushing,40.58178,-74.0205,Private room,20.0,2,14,2023-06-15,0.02,7,104
839,Listing 839,5063,Host207,Manhattan,Upper West Side,40.57139,-73.78509,Private room,73.92,1,31,2023-06-15,1.04,3,351
840,Listing 840,2982,Host337,Brooklyn,Bushwick,40.5835,-73.87996,Entire home/apt,153.41,1,25,2023-06-15,3.45,4,350
841,Listing 841,3258,Host367,Manhattan,Upper West Side,40.71418,-73.72838,Private room,205.54,3,23,2023-06-15,0.52,4,197
842,Listing 842,1689,Host24,Brooklyn,Williamsburg,40.87646,-73.9705,Entire home/apt,203.52,1,21,2023-06-15,2.78,6,90
843,Listing 843,2361,Host162,Manhattan,Harlem,40.61002,-73.7578,Entire home/apt,193.53,1,11,2023-06-15,0.67,3,272
844,Listing 844,8222,Host254,Brooklyn,Bushwick,40.61868,-73.75531,Private room,84.38,1,22,2023-06-15,0.43,1,230
845,Listing 845,8434,Host214,Queens,Astoria,40.685,-73.9522,Entire home/apt,249.49,1,26,2023-06-15,0.67,6,42
846,Listing 846,2701,Host305,Staten Island,St. George,40.88839,-73.70592,Entire home/apt,148.22,2,21,2023-06-15,2.12,8,68
847,Listing 847,3894,Host36,Manhattan,Upper West Side,40.85796,-73.81403,Entire home/apt,189.07,1,28,2023-06-15,0.19,7,246
848,Listing 848,5029,Host242,Manhattan,Harlem,40.60499,-73.96414,Entire home/apt,315.83,7,16,2023-06-15,0.5,4,341
849,Listing 849,2790,Host489,Manhattan,Harlem,40.83371,-73.94192,Entire home/apt,301.33,2,18,2023-06-15,0.05,8,242
850,Listing 850,8815,Host476,Manhattan,Upper West Side,40.78339,-74.02623,Entire home/apt,249.71,1,20,2023-06-15,3.63,8,360
851,Listing 851,2639,Host322,Queens,Astoria,40.84424,-74.04537,Private room,85.01,3,22,2023-06-15,1.74,6,290
852,Listing 852,9508,Host353,Manhattan,Upper West Side,40.56587,-73.85196,Private room,98.67,1,19,2023-06-15,0.22,6,15
853,Listing 853,6891,Host192,Queens,Long Island City,40.66163,-73.82123,Shared room,53.02,1,14,2023-06-15,4.13,8,313
854,Listing 854,8402,Host278,Queens,Flushing,40.80099,-73.72202,Entire home/apt,114.36,1,21,2023-06-15,0.18,8,49
855,Listing 855,7192,Host142,Brooklyn,Bushwick,40.79772,-73.88656,Private room,129.84,1,16,2023-06-15,1.69,2,277
856,Listing 856,2496,Host484,Brooklyn,Williamsburg,40.6745,-73.7067,Entire home/apt,163.82,1,21,2023-06-15,5.6,6,22
857,Listing 857,1551,Host121,Manhattan,SoHo,40.88822,-73.9014,Private room,119.95,5,22,2023-06-15,2.65,9,9
858,Listing 858,1400,Host109,Manhattan,Upper West Side,40.62215,-73.72606,Entire home/apt,166.42,1,24,2023-06-15,1.46,1,301
859,Listing 859,8619,Host251,Brooklyn,Bushwick,40.5031,-73.88365,Private room,66.27,1,19,2023-06-15,0.85,2,36
860,Listing 860,6153,Host39,Manhattan,Chelsea,40.67757,-73.88053,Entire home/apt,223.46,5,27,2023-06-15,0.02,2,284
861,Listing 861,4651,Host192,Manhattan,SoHo,40.66948,-73.9425,Entire home/apt,240.8,7,26,2023-06-15,0.1,9,31
862,Listing 862,9308,Host471,Manhattan,Chelsea,40.60498,-73.82424,Private room,133.59,5,19,2023-06-15,0.2,9,334
863,Listing 863,3661,Host13,Brooklyn,Bushwick,40.83156,-73.8388,Entire home/apt,228.67,1,21,2023-06-15,0.22,3,225
864,Listing 864,4411,Host285,Manhattan,Chelsea,40.78917,-73.80868,Private room,163.99,7,24,2023-06-15,0.51,3,160
865,Listing 865,4107,Host303,Manhattan,Chelsea,40.71741,-73.75581,Shared room,108.89,5,15,2023-06-15,0.49,7,1
866,Listing 866,3882,Host487,Bronx,Fordham,40.82158,-73.77,Entire home/apt,77.1,7,19,2023-06-15,0.85,2,305
